부산광역시 부산진구
20221125,1500,기온,17 ℃,동서바람풍속,2.1 m/s,동서바람풍속,3.1 m/s,풍향,214 °,풍속,3.7 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,55 %,1시간적설량,적설없음,
20221125,1600,기온,17 ℃,동서바람풍속,2 m/s,동서바람풍속,3 m/s,풍향,214 °,풍속,3.6 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,55 %,1시간적설량,적설없음,
20221125,1700,기온,15 ℃,동서바람풍속,1.4 m/s,동서바람풍속,2.1 m/s,풍향,214 °,풍속,2.5 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,65 %,1시간적설량,적설없음,
20221125,1800,기온,14 ℃,동서바람풍속,1.5 m/s,동서바람풍속,2 m/s,풍향,217 °,풍속,2.5 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,70 %,1시간적설량,적설없음,
20221125,1900,기온,14 ℃,동서바람풍속,1.4 m/s,동서바람풍속,1.7 m/s,풍향,219 °,풍속,2.2 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221125,2000,기온,13 ℃,동서바람풍속,1.3 m/s,동서바람풍속,1.6 m/s,풍향,219 °,풍속,2.1 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221125,2100,기온,13 ℃,동서바람풍속,1.2 m/s,동서바람풍속,1.8 m/s,풍향,214 °,풍속,2.2 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221125,2200,기온,13 ℃,동서바람풍속,1.3 m/s,동서바람풍속,1.6 m/s,풍향,219 °,풍속,2.1 m/s,하늘상태,흐림,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221126,2300,기온,13 ℃,동서바람풍속,1.3 m/s,동서바람풍속,1.6 m/s,풍향,219 °,풍속,2.1 m/s,하늘상태,흐림,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,80 %,1시간적설량,적설없음,
20221126,0000,기온,13 ℃,동서바람풍속,1.6 m/s,동서바람풍속,1.4 m/s,풍향,229 °,풍속,2.1 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,80 %,1시간적설량,적설없음,
20221126,0100,기온,12 ℃,동서바람풍속,2.2 m/s,동서바람풍속,0.9 m/s,풍향,248 °,풍속,2.4 m/s,하늘상태,구름많음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221126,0200,기온,12 ℃,동서바람풍속,2.2 m/s,동서바람풍속,0.3 m/s,풍향,262 °,풍속,2.2 m/s,하늘상태,흐림,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221126,0300,기온,12 ℃,동서바람풍속,2.2 m/s,동서바람풍속,-0.5 m/s,풍향,283 °,풍속,2.3 m/s,하늘상태,흐림,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221126,0400,기온,11 ℃,동서바람풍속,2 m/s,동서바람풍속,-0.6 m/s,풍향,287 °,풍속,2.1 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,80 %,1시간적설량,적설없음,
20221126,0500,기온,11 ℃,동서바람풍속,2 m/s,동서바람풍속,0 m/s,풍향,270 °,풍속,2 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,80 %,1시간적설량,적설없음,
20221126,0600,기온,10 ℃,동서바람풍속,2.4 m/s,동서바람풍속,-0.4 m/s,풍향,279 °,풍속,2.4 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,85 %,1시간적설량,적설없음,최저기온,9.0 ℃,
20221126,0700,기온,10 ℃,동서바람풍속,2.4 m/s,동서바람풍속,-1.8 m/s,풍향,307 °,풍속,3 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,85 %,1시간적설량,적설없음,
20221126,0800,기온,10 ℃,동서바람풍속,2.5 m/s,동서바람풍속,-3.3 m/s,풍향,323 °,풍속,4.1 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,80 %,1시간적설량,적설없음,
20221126,0900,기온,13 ℃,동서바람풍속,2.6 m/s,동서바람풍속,-4.4 m/s,풍향,329 °,풍속,5.1 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,75 %,1시간적설량,적설없음,
20221126,1000,기온,15 ℃,동서바람풍속,2.7 m/s,동서바람풍속,-4.9 m/s,풍향,331 °,풍속,5.6 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,60 %,1시간적설량,적설없음,
20221126,1100,기온,16 ℃,동서바람풍속,2.8 m/s,동서바람풍속,-4.6 m/s,풍향,329 °,풍속,5.4 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,55 %,1시간적설량,적설없음,
20221126,1200,기온,17 ℃,동서바람풍속,3.2 m/s,동서바람풍속,-4.2 m/s,풍향,323 °,풍속,5.3 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,45 %,1시간적설량,적설없음,
20221126,1300,기온,17 ℃,동서바람풍속,3.2 m/s,동서바람풍속,-3.6 m/s,풍향,318 °,풍속,4.8 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,45 %,1시간적설량,적설없음,
20221126,1400,기온,17 ℃,동서바람풍속,3.1 m/s,동서바람풍속,-3.5 m/s,풍향,318 °,풍속,4.7 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,45 %,1시간적설량,적설없음,
20221126,1500,기온,16 ℃,
null

20221126,1500,동서바람풍속,2.7 m/s,동서바람풍속,-3.2 m/s,풍향,320 °,풍속,4.2 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,45 %,1시간적설량,적설없음,최고기온,17.0 ℃,
20221126,1600,기온,15 ℃,동서바람풍속,2.2 m/s,동서바람풍속,-2.9 m/s,풍향,323 °,풍속,3.6 m/s,하늘상태,맑음,강수형태,없음,강수확률,없음 %,파고,0 M,1시간강수량,강수없음,습도,40 %,1시간적설량,적설없음,
